Machine ID,Location,Polling center,Clustered precinct,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),cluster_id,Clustered Precinct Extracted
HPM180PA01059103,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, U.P. CAMPUS","U. P. INTEGRATED SCHOOL , U. P. CAMPUS (GRADE 3 - 6 BLDG.)",74040938,"5402A,5403A,5404A,5405A,5406A,5407A,5408A",1,876,615,615,70.2,74040938,74040938
HPM180PA01059142,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 88",JOSE RIZAL ELEM. SCHOOL,76050087,"0359A,0360A,0360B",1,537,387,387,72.06,76050087,76050087
HPM180PA01059183,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, LONGOS",LONGOS ELEMENTARY SCHOOL,75020173,"0432A,0433A,0434A,0435A",3,657,511,511,77.77,75020173,75020173
HPM180PA01059208,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 141",BAGONG BARRIO ELEM. SCHOOL,75010044,"0155A, 0155B, 0156A, 0156B, 0157A, 0158A, 0158B",1,940,670,670,71.27,75010044,75010044
HPM180PA01059214,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, MAUWAY",MATAAS NA PAARALANG NEPTALI A. GONZALES,74010187,"0631F, 0632A, 0632B, 0633A, 0634A",1,987,628,628,63.62,74010187,74010187
HPM180PA01059259,"NCR, TAGUIG - PATEROS, TAGUIG, LOWER BICUTAN",TAGUIG NATIONAL HIGH SCHOOL,76070163,"0385B, 0386A, 0387A, 0388A, 0389A",2,987,639,639,64.74,76070163,76070163
HPM180PA01059404,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, BAMBANG",BAMBANG ELEMENTARY SCHOOL,74030026,"0091A, 0091B, 0092A, 0092B, 0093A, 0096A",2,945,785,785,83.06,74030026,74030026
HPM180PA01059408,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, BANGKAL",BANGKAL HIGH SCHOOL,76020031,"0104B, 0105A, 0105B, 0106A, 0107A, 0107B, 0108A",0,945,667,667,70.58,76020031,76020031
HPM180PA01059463,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 164",TALIPAPA ELEM. SCHOOL,75010123,"0495A, 0496A, 0497A, 0498A, 0499A",1,871,554,554,63.6,75010123,75010123
HPM180PA01059510,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, CULIAT",CULIAT HIGH SCHOOL,74041469,"3444A, 3445A, 3446A, 3446B, 3447A",1,892,622,622,69.73,74041469,74041469
HPM180PA01059538,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, KASILAWAN",MAXIMO ESTRELLA SENIOR HIGH SCHOOL,76020070,"0249B, 0249C, 0250A, 0250B, 0250C",2,954,648,648,67.92,76020070,76020070
HPM180PA01059647,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 228",FLORENTINO TORRES HIGH SCHOOL,39010450,"0945A, 0946A, 0946B, 0947A, 0949A, 0950P1",0,663,473,473,71.34,39010450,39010450
HPM180PA01059696,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, MARCELO GREEN VILLAGE","BASKETBALL COURT, UPS IV",76040248,"0791B, 0792A, 0792B, 0793A, 0793B",0,908,622,622,68.5,76040248,76040248
HPM180PA01059729,"NCR, TAGUIG - PATEROS, TAGUIG, SAN MIGUEL",C.P. TIÑGA ELEMENTARY SCHOOL,76070106,"0244A, 0245A, 0246A, 0247A, 0248A",1,998,657,657,65.83,76070106,76070106
HPM180PA01059835,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, VIENTE REALES",TUGATOG ELEMENTARY SCHOOL,75040194,"0533A, 0534A, 0535A, 0536A, 0537A",0,868,656,656,75.57,75040194,75040194
HPM180PA01059840,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BAHAY TORO",GSIS MULTIPURPOSE HALL,74040071,"0371A, 0372A, 0373A, 0374A, 0375A, 0376A, 0377A, 0387B",0,986,709,709,71.9,74040071,74040071
HPM180PA01060021,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, PINAGBUHATAN",PINAGBUHATAN ELEMENTARY SCHOOL,74030306,"0946A, 0946B, 0947A, 0947B, 0947C",0,987,815,815,82.57,74030306,74030306
HPM180PA01060072,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, MATANDANG BALARA",OLD BALARA ELEMENTARY SCHOOL (FORMERLY ANNEX),74040734,"4285A, 4286A, 4287A, 4288A, 4289A, 4290A",0,945,680,680,71.95,74040734,74040734
HPM180PA01060098,"NCR, TAGUIG - PATEROS, TAGUIG, PINAGSAMA",KAPITAN EDDIE T. REYES MEMORIAL ELEMENTARY SCHOOL-MAIN (KERMES),76070455,"1204E, 1204F, 1204G, 1204H, 1204I",1,997,524,524,52.55,76070455,76070455
HPM180PA01060287,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 147",APELO ELEM. SCHOOL,76050104,"0500A,0501A,0502A,0503A,0504A",1,596,429,429,71.97,76050104,76050104
HPM180PA01060288,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, CAPRI",BRGY. COVERED COURT,74041170,"2509D,2510A,2511A,2512A,2513A",0,926,624,624,67.38,74041170,74041170
HPM180PA01060291,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 164",TALIPAPA ELEM. SCHOOL,75010128,"0515A, 0516A, 0517A, 0518A, 0519A, 0519P1",1,792,574,574,72.47,75010128,75010128
HPM180PA01060298,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, SAN JUAN CITY, SAN PERFECTO",SAN PERFECTO ELEMENTARY SCHOOL,74050047,"0195A, 0196A, 0197A, 0197B, 0198A, 0199A",0,993,757,757,76.23,74050047,74050047
HPM180PA01060329,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 172",URDUJA ELEM. SCHOOL,75010227,"0784A, 0785A, 0786A, 0787A, 0788A, 0789A",0,868,619,619,71.31,75010227,75010227
HPM180PA01060356,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SANTO TOMAS",PASIG ELEMENTARY SCHOOL,74030169,"0505B, 0505C, 0506A, 0506B, 0508B",0,950,720,720,75.78,74030169,74030169
HPM180PA01060363,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, POTRERO",POTRERO ELEMENTARY SCHOOL (MAIN),75020251,"0674A,0674B,0674C,0675A,0675B",0,894,695,695,77.74,75020251,75020251
HPM180PA01060386,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, LONGOS",NINOY AQUINO ELEMENTARY SCHOOL,75020175,"0438B,0438C,0438D,0439A",0,765,550,550,71.89,75020175,75020175
HPM180PA01060419,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 16",CALOOCAN ELEM. SCH.,75010598,"1814A, 1814B, 1814C, 1815A",0,788,556,556,70.55,75010598,75010598
HPM180PA01060429,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 181",PANGARAP ELEM. SCHOOL,75010489,"1562A, 1563A, 1563B, 1564A, 1564P1",4,765,510,510,66.66,75010489,75010489
HPM180PA01060438,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, SAN JUAN CITY, LITTLE BAGUIO",XAVIER SCHOOL,74050066,"0277A, 0278A, 0279A, 0280A, 0280B, 0281A, 0282A",1,977,748,748,76.56,74050066,74050066
HPM180PA01060468,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 168",DEPARO ELEM. SCHOOL,75010169,"0642A, 0642B, 0643A, 0643B, 0643C",0,878,602,602,68.56,75010169,75010169
HPM180PA01060476,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 183",VILLAMOR ELEM. SCHOOL,76050129,"0676A,0676B,0677A,0678A,0679A,0679B,0680A,0681A,0682A",1,966,696,696,72.04,76050129,76050129
HPM180PA01060590,"NCR, TAGUIG - PATEROS, TAGUIG, IBAYO-TIPAS",TIPAS ELEMENTARY SCHOOL- MAIN,76070116,"0275A, 0276A, 0277A, 0278A, 0279A, 0280A",1,999,696,696,69.66,76070116,76070116
HPM180PA01060637,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 191",DON CARLOS ELEM. SCHOOL,76050152,"0778B,0779A,0779B,0780A",1,709,449,449,63.32,76050152,76050152
HPM180PA01060659,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, COMMONWEALTH",COMMONWEALTH ELEMENTARY SCHOOL,74040395,"1600C, 1600D, 1600E, 1601A, 1601B",1,1000,647,647,64.7,74040395,74040395
HPM180PA01060728,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, SUCAT",SUCAT ELEMENTARY SCHOOL,76030335,"0664B, 0664C, 0664D, 0665A, 0665B",1,984,642,642,65.24,76030335,76030335
HPM180PA01060791,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SANTOLAN",SANTOLAN ELEMENTARY SCHOOL,74030429,"1302A, 1303A, 1304A, 1304B, 1305A",1,969,751,751,77.5,74030429,74030429
HPM180PA01060864,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, NAVOTAS CITY, NBBS PROPER",NORTH BAY BOULEVARD SOUTH ELEMENTARY SCHOOL,75030117,"0516A, 0517A, 0517B, 0518A, 0519A, 0520A, 0521A",0,869,651,651,74.91,75030117,75030117
HPM180PA01060938,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 251",GENERAL MAXIMINO HIZON ELEMENTARY SCHOOL,39010480,"1024A, 1025A, 1025B, 1026A, 1026B",0,641,465,465,72.54,39010480,39010480
HPM180PA01060945,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 163",T. PAEZ ELEMENTARY SCHOOL,76050324,"0559A, 0559B, 0559C, 0560A, 0560B",1,737,563,563,76.39,76050324,76050324
HPM180PA01060993,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, CATMON",CATMON INTERGRATED SCHOOL,75020121,"0333A,0333B,0333C,0333D",0,642,488,488,76.01,75020121,75020121
HPM180PA01061292,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, NANGKA",NANGKA ELEMENTARY SCHOOL,74020262,"1022A, 1022B, 1022C, 1022D",1,772,554,554,71.76,74020262,74020262
HPM180PA01061303,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 126",JUAN SUMULONG ELEMENTARY SCHOOL,76050286,"0431A, 0432A, 0432B, 0432P1",0,516,386,386,74.8,76050286,76050286
HPM180PA01061313,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, TUMANA",H. BAUTISTA ELEMENTARY SCHOOL,74020178,"0679M, 0679P1, 0679P2",0,571,415,415,72.67,74020178,74020178
HPM180PA01061403,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 89",TEODORO R. YANGCO ELEM. SCHOOL,39010173,"0312A, 0312B, 0313A, 0313B, 0313C, 0313P1",0,760,535,535,70.39,39010173,39010173
HPM180PA01061465,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, PLAINVIEW",PEDRO P. CRUZ ELEMENTARY SCHOOL,74010233,"0788A, 0789A, 0791A, 0792A, 0792B, 0797A",0,997,600,600,60.18,74010233,74010233
HPM180PA01061477,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 66",P. BURGOS ELEMENTARY SCHOOL,76050234,"0268A, 0268B, 0268C",1,564,427,427,75.7,76050234,76050234
HPM180PA01061478,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 95",EMILIO JACINTO ELEM. SCHOOL,39010185,"0337A, 0338A, 0338B, 0338C, 0338D",1,845,662,662,78.34,39010185,39010185
HPM180PA01061521,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SAN MIGUEL",SAN MIGUEL ELEMENTARY SCHOOL,74030407,"1227A, 1228A, 1229A, 1229B, 1230A",0,988,759,759,76.82,74030407,74030407
HPM180PA01061528,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, MARCELO GREEN VILLAGE",MULTI-PURPOSE GYM,76040260,"0847A, 0848A, 0849A, 0850A, 0851A, 0852A, 0853A, 0853P1",4,931,725,725,77.87,76040260,76040260
HPM180PA01061555,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, PLEASANT HILLS",NUEVE DE FEBRERO ELEMENTARY SCHOOL,74010236,"0831A, 0832A, 0832B, 0833A, 0834A",0,924,585,585,63.31,74010236,74010236
HPM180PA01061620,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, ALMANZA UNO",ALMANZA ELEMENTARY SCHOOL,76010316,"0612D, 0612E, 0613A, 0613B, 0613C, 0613D",1,882,577,577,65.41,76010316,76010316
HPM180PA01061642,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, CEMBO",CEMBO ELEMENTARY SCHOOL,76020241,"0751D, 0751E, 0752A, 0752B, 0752C, 0753A",0,939,648,648,69.0,76020241,76020241
HPM180PA01061658,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, MANUYO DOS",LAS PIÑAS NATIONAL HIGH SCHOOL-GATCHALIAN ANNEX,76010021,"0053G, 0053H, 0053I, 0053J, 0053K",1,988,655,655,66.29,76010021,76010021
HPM180PA01061707,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, BARANGKA",BARANGKA ELEMENTARY SCHOOL,74020107,"0472A, 0473A, 0473B, 0474A, 0474B, 0474C",0,881,632,632,71.73,74020107,74020107
HPM180PA01061708,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, JESUS DE LA PEÑA",LEODEGARIO VICTORINO ELEMENTARY SCHOOL,74020085,"0354A, 0355A, 0356A, 0357A, 0358A, 0359A, 0359B, 0360A",2,902,711,711,78.82,74020085,74020085
HPM180PA01061831,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, B. F. HOMES",SAMPALOC SITE II ELEMENTARY SCHOOL,76040154,"0473B, 0473C, 0474A, 0474B, 0474C",2,985,715,715,72.58,76040154,76040154
HPM180PA01061944,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, RIZAL",RIZAL ELEMENTARY SCHOOL,76020479,"1192C, 1193A, 1193B, 1193C, 1194A, 1194B",3,956,717,717,75.0,76020479,76020479
HPM180PA01061999,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 113",P. ZAMORA ELEMENTARY SCHOOL,76050269,"0413A, 0414A, 0414B, 0414C",1,647,499,499,77.12,76050269,76050269
HPM180PA01062027,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, DELA PAZ",DELA PAZ ELEMENTARY SCHOOL,74030198,"0586D, 0587A, 0587B, 0587C, 0588A",1,986,624,624,63.28,74030198,74030198
HPM180PA01062029,"NCR, TAGUIG - PATEROS, TAGUIG, NEW LOWER BICUTAN","RICARDO P. CRUZ, SR. ELEMENTARY SCHOOL",76070132,"0319A, 0319B, 0320A, 0320B, 0321A",2,998,728,728,72.94,76070132,76070132
HPM180PA01062083,"NCR, TAGUIG - PATEROS, TAGUIG, CALZADA",TIPAS NATIONAL HIGH SCHOOL,76070078,"0191A, 0191B, 0191C, 0191D, 0191E",1,976,751,751,76.94,76070078,76070078
HPM180PA01062096,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 176",BAGONG SILANG PUBLIC HIGH SCHOOL,75010376,"1271A, 1272A, 1273A, 1274A, 1275A",4,725,522,522,72.0,75010376,75010376
HPM180PA01062146,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 189",DON CARLOS ELEM. SCHOOL,76050145,"0760A,0760B,0761A,0762A",2,627,430,430,68.58,76050145,76050145
HPM180PA01062159,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, BAGONG ILOG",BAGONG ILOG ELEMENTARY SCHOOL,74030013,"0047B, 0048A, 0048B, 0048C, 0049A, 0049B",2,951,773,773,81.28,74030013,74030013
HPM180PA01062204,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON UNO",TALON ELEMENTARY SCHOOL,76010196,"0411A, 0411B, 0411C, 0411D, 0411E, 0411F",1,989,690,690,69.76,76010196,76010196
HPM180PA01062214,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, BANGKAL",BANGKAL HIGH SCHOOL-ANNEX,76020036,"0126B, 0127B, 0128A, 0129A, 0129B, 0130A, 0130B, 0133B",2,937,693,693,73.95,76020036,76020036
HPM180PA01062272,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, MOONWALK",SAN AGUSTIN ELEMENTARY SCHOOL,76040336,"1114A, 1114B, 1114C, 1115A, 1115B",1,988,736,736,74.49,76040336,76040336
HPM180PA01062372,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 211",PLARIDEL ELEMENTARY SCHOOL,39010422,"0859A, 0859B, 0860A, 0860B, 0860C, 0860P1",1,968,695,695,71.79,39010422,39010422
HPM180PA01062385,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, BAYANAN",BAYANAN ELEMENTARY SCHOOL-MAIN,76030102,"0225A, 0225B, 0226A, 0227A, 0227B",1,987,585,585,59.27,76030102,76030102
HPM180PA01062387,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON DOS",LAS PIÑAS CITY NATIONAL SCIENCE HIGH SCHOOL,76010226,"0453A, 0453B, 0454A, 0454B, 0454C",2,950,611,611,64.31,76010226,76010226
HPM180PA01062434,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, PIO DEL PILAR",PIO DEL PILAR ELEMENTARY SCHOOL (MAIN),76020143,"0471A, 0471B, 0472A, 0472B, 0473A, 0474A",4,975,683,683,70.05,76020143,76020143
HPM180PA01062488,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, B. F. INTERNATIONAL VILLAGE",CAA ELEMENTARY SCHOOL-MAIN,76010186,"0387L, 0387M, 0387N, 0388A, 0388B, 0388P1",1,925,549,549,59.35,76010186,76010186
HPM180PA01062526,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MARULAS",MARULAS CENTRAL ELEMENTARY SCHOOL,75040325,"1030A, 1030B, 1031A, 1032A, 1033A",3,780,588,588,75.38,75040325,75040325
HPM180PA01062539,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 183",VILLAMOR ELEM. SCHOOL,76050139,"0711A,0712A,0713A,0714A",0,731,328,328,44.87,76050139,76050139
HPM180PA01062613,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, TANDANG SORA",TANDANG SORA ELEMENTARY SCHOOL,74041402,"3265A, 3266A, 3266B, 3267A",0,750,535,535,71.33,74041402,74041402
HPM180PA01062653,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANGANDAAN",ISMAEL MATHAY SR. HIGH SCHOOL,74041322,"2962A, 2963A, 2963B, 2964A, 2965A",0,854,573,573,67.09,74041322,74041322
HPM180PA01062661,"NCR, TAGUIG - PATEROS, TAGUIG, SOUTH SIGNAL VILLAGE",KAPITAN JOSE CARDONES MEMORIAL ELEMENTARY SCHOOL,76070278,"0676A, 0677A, 0677B, 0677C, 0678A",0,986,677,677,68.66,76070278,76070278
HPM180PA01062704,"NCR, TAGUIG - PATEROS, TAGUIG, CENTRAL BICUTAN",UPPER BICUTAN ELEMENTARY SCHOOL,76070317,"0819A, 0819B, 0820A, 0821A, 0822A",1,987,701,701,71.02,76070317,76070317
HPM180PA01062715,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, CALUMPANG",KALUMPANG ELEMENTARY SCHOOL,74020019,"0102B, 0103A, 0104A, 0105A, 0106A, 0107A, 0108A",1,973,700,700,71.94,74020019,74020019
HPM180PA01062825,"NCR, TAGUIG - PATEROS, TAGUIG, CENTRAL BICUTAN",UPPER BICUTAN ELEMENTARY SCHOOL,76070322,"0832B, 0833A, 0834A, 0834B, 0835A",0,981,564,564,57.49,76070322,76070322
HPM180PA01062827,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, OLYMPIA",MAGSAYSAY ELEMENTARY SCHOOL,76020090,"0314B, 0315A, 0315B, 0315C, 0315D, 0316A",4,869,639,639,73.53,76020090,76020090
HPM180PA01063004,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 183",VILLAMOR ELEM. SCHOOL,76050128,"0671B,0672A,0672B,0673A,0674A,0674B,0675A,0675B",0,954,677,677,70.96,76050128,76050128
HPM180PA01063012,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, PUTATAN",PUTATAN ELEMENTARY SCHOOL,76030012,"0020A, 0020B, 0020C, 0020D, 0021A",2,950,616,616,64.84,76030012,76030012
HPM180PA01063045,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 176",BAGONG SILANG PUBLIC HIGH SCHOOL,75010364,"1222A, 1223A, 1224A, 1225A, 1226A",2,968,630,630,65.08,75010364,75010364
HPM180PA01063096,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, MANUYO UNO",MANUYO ELEMENTARY SCHOOL,76010006,"0009A, 0009B, 0010A, 0010B, 0010C, 0021A, 0022A",1,934,665,665,71.19,76010006,76010006
HPM180PA01063120,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, PEMBO",PEMBO ELEMENTARY SCHOL,76020342,"0971A, 0971B, 0971C, 0971D, 0973A, 0973B",0,902,683,683,75.72,76020342,76020342
HPM180PA01063154,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 91",JUAN NOLASCO HIGH SCHOOL,39010176,"0318B, 0319A, 0319B, 0320A, 0320B",0,602,463,463,76.91,39010176,39010176
HPM180PA01063205,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MAPULANG LUPA",APOLONIA F. RAFAEL ELEMENTARY SCHOOL,75040310,"0864B, 0865A, 0865B, 0865C, 0866A",1,964,743,743,77.07,75040310,75040310
HPM180PA01063293,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, POTRERO",POTRERO ELEMENTARY SCHOOL (MAIN),75020254,"0683B,0684A,0685A,0686A,0686B,0687A,0687B",3,840,587,587,69.88,75020254,75020254
HPM180PA01063378,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANTOL",CARLOS L. ALBERT HIGH SCHOOL,74040878,"5089A,5090A,5091A,5095A,5096A,5097A",1,817,532,532,65.11,74040878,74040878
HPM180PA01063388,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 8",A. BONIFACIO ELEM SCH.,75010553,"1742L, 1742M, 1743A, 1743B, 1744A",0,960,596,596,62.08,75010553,75010553
HPM180PA01063539,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 92",EULOGIO RODRIGUEZ ELEM. SCHOOL,75010777,"2288A, 2288B, 2289A, 2290A, 2290P1",0,407,263,263,64.61,75010777,75010777
HPM180PA01063599,"NCR, TAGUIG - PATEROS, TAGUIG, NEW LOWER BICUTAN","RICARDO P. CRUZ, SR. ELEMENTARY SCHOOL",76070130,"0315A, 0315B, 0315C, 0316A, 0316B",2,999,759,759,75.97,76070130,76070130
HPM180PA01063728,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON DOS",LAS PIÑAS CITY NATIONAL SCIENCE HIGH SCHOOL,76010240,"0474B, 0474C, 0474D, 0474E, 0474F",0,904,601,601,66.48,76010240,76010240
HPM180PA01063756,"NCR, TAGUIG - PATEROS, TAGUIG, CENTRAL BICUTAN",UPPER BICUTAN ELEMENTARY SCHOOL,76070328,"0852A, 0852B, 0853A, 0854A, 0854B",0,893,576,576,64.5,76070328,76070328
HPM180PA01063795,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, SAN JOSE",FILEMON P. JAVIER ELEMENTARY SCHOOL,74010244,"0856A, 0856B, 0868A, 0868B, 0868C, 0872A",0,992,637,637,64.21,74010244,74010244
HPM180PA01063801,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANTOL",CARLOS L. ALBERT HIGH SCHOOL,74040879,"5098A,5099A,5099B,5100A,5101A,5102A,5102P1",0,730,533,533,73.01,74040879,74040879
HPM180PA01063816,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 35",MAYPAJO ELEM. SCHOOL,75010683,"2008A, 2013B, 2014A, 2014B, 2014C, 2015A",1,996,684,684,68.67,75010683,75010683
HPM180PA01063820,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 54",GRACE PARK ELEM. SCHOOL (MAIN),75010715,"2112A, 2113A, 2114A, 2114B",0,583,331,331,56.77,75010715,75010715
HPM180PA01063874,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 198",FELIPE CALDERON ELEMENTARY SCHOOL,39010395,"0781A, 0781B, 0782A, 0782B, 0783A, 0783B",1,924,639,639,69.15,39010395,39010395
HPM180PA01063885,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, CONCEPCION UNO",CONCEPCION ELEMENTARY SCHOOL,74020132,"0616A, 0616B, 0617A, 0617B, 0618A, 0619A, 0620A, 0621A, 0622A",2,868,584,584,67.28,74020132,74020132
HPM180PA01063898,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 177",CIELITO ZAMORA ELEM. SCHOOL,75010379,"1282A, 1282B, 1282C, 1282D, 1282E",0,994,640,640,64.38,75010379,75010379
